{file: Devana_Special_2_Part_1-0.png; pivotX: 91.96578; pivotY: 313.7614}
{file: Devana_Special_2_Part_1-1.png; pivotX: 104.3605; pivotY: 312.3903}
{file: Devana_Special_2_Part_1-2.png; pivotX: 115.2065; pivotY: 303.4371}
{file: Devana_Special_2_Part_1-3.png; pivotX: 123.7532; pivotY: 289.1935}
{file: Devana_Special_2_Part_1-4.png; pivotX: 131.4978; pivotY: 269.9604}
{file: Devana_Special_2_Part_1-5.png; pivotX: 138.924; pivotY: 254.4004}
{file: Devana_Special_2_Part_1-6.png; pivotX: 144.6598; pivotY: 236.6947}
{file: Devana_Special_2_Part_1-7.png; pivotX: 150.6471; pivotY: 217.6949}
{file: Devana_Special_2_Part_1-8.png; pivotX: 157.103; pivotY: 197.5325}
{file: Devana_Special_2_Part_1-9.png; pivotX: 179.8944; pivotY: 186.9431}
{file: Devana_Special_2_Part_1-10.png; pivotX: 194.792; pivotY: 186.8863}
{file: Devana_Special_2_Part_1-11.png; pivotX: 195.9223; pivotY: 225.8383}
{file: Devana_Special_2_Part_1-12.png; pivotX: 185.1514; pivotY: 259.3106}
{file: Devana_Special_2_Part_1-13.png; pivotX: 166.7763; pivotY: 285.5299}
{file: Devana_Special_2_Part_1-14.png; pivotX: 142.1066; pivotY: 306.1904}
{file: Devana_Special_2_Part_1-15.png; pivotX: 104.6804; pivotY: 327.4185}
{file: Devana_Special_2_Part_1-16.png; pivotX: 67.1841; pivotY: 342.6997}
{file: Devana_Special_2_Part_1-17.png; pivotX: 86.3987; pivotY: 350.2037}
{file: Devana_Special_2_Part_1-18.png; pivotX: 101.1762; pivotY: 347.4271}
{file: Devana_Special_2_Part_1-19.png; pivotX: 118.5719; pivotY: 341.9726}
{file: Devana_Special_2_Part_1-20.png; pivotX: 137.1683; pivotY: 326.736}
{file: Devana_Special_2_Part_1-21.png; pivotX: 152.0008; pivotY: 298.7868}
{file: Devana_Special_2_Part_1-22.png; pivotX: 159.7439; pivotY: 267.5349}
{file: Devana_Special_2_Part_1-23.png; pivotX: 164.554; pivotY: 246.5995}
{file: Devana_Special_2_Part_1-24.png; pivotX: 155.8569; pivotY: 243.5335}
{file: Devana_Special_2_Part_1-25.png; pivotX: 126.3863; pivotY: 283.5745}
{file: Devana_Special_2_Part_1-26.png; pivotX: 103.485; pivotY: 330.2546}
{file: Devana_Special_2_Part_1-27.png; pivotX: 116.2469; pivotY: 358.3522}
{file: Devana_Special_2_Part_1-28.png; pivotX: 131.621; pivotY: 368.59}
{file: Devana_Special_2_Part_1-29.png; pivotX: 144.8763; pivotY: 364.3599}
{file: Devana_Special_2_Part_1-30.png; pivotX: 153.1054; pivotY: 355.5203}
{file: Devana_Special_2_Part_1-31.png; pivotX: 157.086; pivotY: 332.204}
{file: Devana_Special_2_Part_1-32.png; pivotX: 157.9085; pivotY: 285.5789}
{file: Devana_Special_2_Part_1-33.png; pivotX: 150.1571; pivotY: 210.6003}
{file: Devana_Special_2_Part_1-34.png; pivotX: 144.9032; pivotY: 217.4061}
{file: Devana_Special_2_Part_1-35.png; pivotX: 141.9742; pivotY: 230.9813}
{file: Devana_Special_2_Part_1-36.png; pivotX: 140.2044; pivotY: 244.7102}
{file: Devana_Special_2_Part_1-37.png; pivotX: 137.8923; pivotY: 256.6603}
{file: Devana_Special_2_Part_1-38.png; pivotX: 134.6993; pivotY: 267.1542}
{file: Devana_Special_2_Part_1-39.png; pivotX: 130.3502; pivotY: 275.9903}
{file: Devana_Special_2_Part_1-40.png; pivotX: 124.6125; pivotY: 282.9059}
{file: Devana_Special_2_Part_1-41.png; pivotX: 116.8912; pivotY: 288.1753}
{file: Devana_Special_2_Part_1-42.png; pivotX: 106.2958; pivotY: 293.0769}
{file: Devana_Special_2_Part_1-43.png; pivotX: 93.47984; pivotY: 296.1642}
{file: Devana_Special_2_Part_1-44.png; pivotX: 82.95622; pivotY: 299.1969}
{file: Devana_Special_2_Part_1-45.png; pivotX: 75.42475; pivotY: 300.6509}
{file: Devana_Special_2_Part_1-46.png; pivotX: 69.89573; pivotY: 301.8024}
{file: Devana_Special_2_Part_1-47.png; pivotX: 72.415; pivotY: 302.6309}
{file: Devana_Special_2_Part_1-48.png; pivotX: 76.57563; pivotY: 304.431}
{file: Devana_Special_2_Part_1-49.png; pivotX: 79.68107; pivotY: 305.3185}
{file: Devana_Special_2_Part_1-50.png; pivotX: 82.55846; pivotY: 305.459}
{file: Devana_Special_2_Part_1-51.png; pivotX: 84.88542; pivotY: 307.5866}
{file: Devana_Special_2_Part_1-52.png; pivotX: 87.07178; pivotY: 309.716}
{file: Devana_Special_2_Part_1-53.png; pivotX: 89.08739; pivotY: 311.7771}
{file: Devana_Special_2_Part_1-54.png; pivotX: 90.74434; pivotY: 312.7405}
{file: Devana_Special_2_Part_1-55.png; pivotX: 91.26098; pivotY: 313.6237}
{file: Devana_Special_2_Part_1-56.png; pivotX: 91.37537; pivotY: 314.4327}
{file: Devana_Special_2_Part_1-57.png; pivotX: 91.36005; pivotY: 314.2654}
{file: Devana_Special_2_Part_1-58.png; pivotX: 90.72653; pivotY: 314.1214}
{file: Devana_Special_2_Part_1-59.png; pivotX: 90.514; pivotY: 313.9996}
{file: Devana_Special_2_Part_1-60.png; pivotX: 90.2779; pivotY: 313.8842}
{file: Devana_Special_2_Part_1-61.png; pivotX: 90.05376; pivotY: 313.7957}
{file: Devana_Special_2_Part_1-62.png; pivotX: 89.899; pivotY: 312.8016}
{file: Devana_Special_2_Part_1-63.png; pivotX: 89.81495; pivotY: 311.8678}
{file: Devana_Special_2_Part_1-64.png; pivotX: 89.77186; pivotY: 311.9387}
{file: Devana_Special_2_Part_1-65.png; pivotX: 89.77155; pivotY: 311.0702}
{file: Devana_Special_2_Part_1-66.png; pivotX: 89.75765; pivotY: 310.1556}
{file: Devana_Special_2_Part_1-67.png; pivotX: 89.76938; pivotY: 309.2034}
{file: Devana_Special_2_Part_1-68.png; pivotX: 89.85183; pivotY: 309.2505}
{file: Devana_Special_2_Part_1-69.png; pivotX: 90.48969; pivotY: 308.3481}
{file: Devana_Special_2_Part_1-70.png; pivotX: 90.63053; pivotY: 308.4232}
{file: Devana_Special_2_Part_1-71.png; pivotX: 91.32557; pivotY: 308.4942}
{file: Devana_Special_2_Part_1-72.png; pivotX: 91.53626; pivotY: 308.5234}
{file: Devana_Special_2_Part_1-73.png; pivotX: 91.67635; pivotY: 308.4927}
{file: Devana_Special_2_Part_1-74.png; pivotX: 91.77185; pivotY: 308.3984}
{file: Devana_Special_2_Part_1-75.png; pivotX: 91.82523; pivotY: 309.2145}
{file: Devana_Special_2_Part_1-76.png; pivotX: 91.85228; pivotY: 310.0456}
{file: Devana_Special_2_Part_1-77.png; pivotX: 91.86835; pivotY: 309.9874}
{file: Devana_Special_2_Part_1-78.png; pivotX: 91.87616; pivotY: 309.9978}
{file: Devana_Special_2_Part_1-79.png; pivotX: 91.87875; pivotY: 311.0346}
{file: Devana_Special_2_Part_1-80.png; pivotX: 91.89918; pivotY: 311.1664}
{file: Devana_Special_2_Part_1-81.png; pivotX: 91.94132; pivotY: 311.3516}
{file: Devana_Special_2_Part_1-82.png; pivotX: 91.94753; pivotY: 312.4431}
{file: Devana_Special_2_Part_1-83.png; pivotX: 91.94492; pivotY: 312.5529}
